a,ɑː,,"['conjunction', 'interjection', 'adverb', 'preposition', 'letter', 'noun', 'adjective', 'verb', 'pronoun']"
race,ɹeɪs,,"['verb', 'noun']"
raced,ˈrakɛd,,"['adjective', 'verb', 'noun']"
raceme,ˈɹæsiːm,,['noun']
racer,ˈɹeɪsə,,"['verb', 'noun']"
races,ˈɹeɪsɪz,,"['verb', 'noun']"
racetrack,ˈɹeɪsˌtɹæk,,['noun']
racial,ˈɹeɪʃəl,,"['adjective', 'noun']"
racing,ˈɹeɪsɪŋ,,"['verb', 'noun']"
racism,ˈɹeɪsɪzm̩,,['noun']
racist,ˈɹeɪsɪst,,"['adjective', 'noun']"
rack,ɹæk,,"['verb', 'noun']"
racket,ˈɹækɪt,,"['verb', 'noun']"
racketeer,ɪə(r,,"['verb', 'noun']"
racks,ɹæks,,"['verb', 'noun']"
raconteur,ˌɹæk.ɒnˈtəː,,"['verb', 'noun']"
racy,ˈɹeɪsi,,"['adjective', 'noun']"
rad,ɹæd,,"['adjective', 'verb', 'noun']"
radar,ˈɹeɪdɑː(ɹ),,"['verb', 'noun']"
radial,ˈɹeɪdi.əl,,"['adverb', 'adjective', 'noun']"
radian,ʁa.djɑ̃,,"['verb', 'noun']"
radiance,ˈɹeɪdi.əns,,['noun']
radiant,ˈɹeɪ.di.ənt,,"['adjective', 'verb', 'noun']"
radiate,ˈɹeɪdieɪt,,"['adverb', 'adjective', 'verb', 'noun']"
radiation,ˌɹeɪ.di.ˈeɪ.ʃən,,['noun']
radiator,ˈɹeɪ.diˌeɪ.tɚ,,"['verb', 'noun']"
radical,ˈɹædɪkəl,,"['adjective', 'noun']"
radicchio,ɹəˈdi.kjoʊ,,['noun']
radii,ˈɹeɪˌdi.aɪ,,"['verb', 'noun']"
radio,ˈɹeɪdiˌəʊ,,"['verb', 'noun']"
radioactive,ˌɹeɪdioʊˈaktɪv,,"['adjective', 'noun']"
radiography,ɒɡɹəf,,['noun']
radiologist,ˌɹeɪ.diːˈɒl.ə.dʒɪst,,['noun']
radios,raˈdios,,"['adjective', 'verb', 'noun']"
radiosonde,ˌra.djoˈson.de,,"['verb', 'noun']"
radiotelegraphy,ˌɹeɪ.di.əʊ.təˈlɛɡ.ɹə.fi,,['noun']
radish,ˈɹadɪʃ,,['noun']
radium,ˈɹeɪ.dɪ.əm,,"['verb', 'noun']"
radius,ˈɹeɪ.di.əs,,"['verb', 'noun']"
radon,ˈɹeɪdɒn,,['noun']
raffia,ˈɹæfiə,,['noun']
raffle,ˈɹæfl̩,,"['verb', 'noun']"
raft,ɹɑːft,,"['verb', 'noun']"
rafter,ˈɹɑːftə(ɹ),,"['verb', 'noun']"
rafting,ˈɹɑːftɪŋ,,"['verb', 'noun']"
rag,ɹæɡ,,"['preposition', 'adjective', 'verb', 'noun']"
raga,ɑːɡ,,"['adjective', 'verb', 'noun']"
ragamuffin,ˈɹæɡəˌmʌfɪn,,['noun']
ragas,ˈrä̌ːɡɐs̪,,['noun']
rage,ɹeɪdʒ,,"['verb', 'noun']"
ragga,ˈraɡ.ɡa,,"['verb', 'noun']"
ragged,ˈɹæɡɪd,,"['adjective', 'verb']"
raggedy,ˈɹæɡɪdi,,['adjective']
raging,ˈɹeɪdʒɪŋ,,"['adjective', 'verb', 'noun']"
ragout,ɹæˈɡuː,,"['verb', 'noun']"
rags,ɹæɡz,,"['adjective', 'verb', 'noun']"
ragwort,ˈɹaɡwəːt,,['noun']
rah,ɹɑː,,"['interjection', 'adjective', 'verb', 'noun']"
raid,ɹeɪd,,"['verb', 'noun']"
raided,eɪdɪ,,['verb']
raider,ˈɹeɪdɚ,,['noun']
raids,eɪd,,"['verb', 'noun']"
rail,ɹeɪl,,"['verb', 'noun']"
railing,ˈɹeɪlɪŋ,,"['verb', 'noun']"
raillery,ˈɹeɪləɹi,,['noun']
railroad,ˈɹeɪlɹoʊd,,"['verb', 'noun']"
rails,ʁaj,,"['verb', 'noun']"
railway,ˈɹeɪlˌweɪ,,['noun']
railways,ˈɹeɪlˌweɪz,,['noun']
raiment,ˈɹeɪ.mənt,,['noun']
rain,ɹeɪn,,"['verb', 'noun']"
rainbow,ˈɹeɪnboʊ,,"['adjective', 'verb', 'noun']"
raincoat,ˈɹeɪnkoʊt,,['noun']
raindrop,ˈɹeɪndɹɒp,,['noun']
rained,ɹeɪnd,,['verb']
raining,ˈɹeɪnɪŋ,,"['verb', 'noun']"
rainmaker,ˈɹeɪnmeɪkə,,['noun']
rains,ɹeɪnz,,"['verb', 'noun']"
rainy,ˈɹeɪni,,['adjective']
raise,ɹeɪz,,"['verb', 'noun']"
raised,ɹeɪzd,,"['adjective', 'verb']"
raiser,ˈɹeɪzə(ɹ),,['noun']
raisin,ˈɹeɪzn̩,,"['verb', 'noun']"
raising,ˈɹeɪzɪŋ,,"['verb', 'noun']"
rajah,ˈɹɑː.dʒə,,['noun']
rake,ɹeɪk,,"['adverb', 'adjective', 'verb', 'noun']"
raked,ɹeɪkt,,"['adjective', 'verb']"
rakes,ɹeɪks,,"['verb', 'noun']"
rakish,ˈɹeɪkɪʃ,,['adjective']
rally,ˈɹæ.li,,"['verb', 'noun']"
ram,ɹæm,,"['adjective', 'verb', 'noun']"
ramble,ˈɹæmbəl,,"['verb', 'noun']"
rambler,æmblə(ɹ,,['noun']
rambling,ˈɹæm.blɪŋ,,"['adjective', 'verb', 'noun']"
rambunctious,ɹæmˈbʌŋ(k)ʃəs,,['adjective']
ramekin,ˈɹæm(ɪ)kɪn,,['noun']
ramification,ɹæmɪfɪˈkeɪʃən,,['noun']
ramify,ˈɹæm.ɪ.faɪ,,['verb']
ramp,ɹæmp,,"['verb', 'noun']"
rampage,ˈɹæmpeɪdʒ,,"['verb', 'noun']"
rampant,ˈɹæm.pənt,,"['adverb', 'adjective', 'verb']"
rampart,ˈɹæm.pɑː(ɹ)t,,"['verb', 'noun']"
ramrod,ˈɹæmɹɒd,,"['verb', 'noun']"
ramshackle,ˈɹæmˌʃæk.əl,,"['adjective', 'verb']"
ran,ɹæn,,"['adverb', 'adjective', 'verb', 'noun']"
ranch,ɹæntʃ,,"['verb', 'noun']"
rancid,ˈɹænsɪd,,['adjective']
rancor,ˈɹæŋ.kɚ,,['noun']
rancorous,ˈɹæŋ.kəɹ.əs,,['adjective']
rand,ɹænd,,"['verb', 'noun']"
random,ˈɹændəm,,"['adjective', 'noun']"
randomly,ˈɹændm̩li,,['adverb']
randomness,ˈɹændəmnəs,,['noun']
randy,ˈɹændi,,"['adjective', 'noun']"
rang,ɹæŋ,,"['verb', 'noun']"
range,ɹeɪndʒ,,"['adjective', 'verb', 'noun']"
ranger,ˈɹeɪndʒə(ɹ),,"['verb', 'noun']"
ranges,ˈɹeɪndʒɪz,,"['verb', 'noun']"
rangy,ˈɹeɪndʒi,,['adjective']
rank,ɹæŋk,,"['adverb', 'adjective', 'verb', 'noun']"
ranker,ˈʁaŋkɐ,,"['adjective', 'noun']"
rankest,ˈʁaŋkəst,,"['adjective', 'verb']"
ranking,ˈɹænk.ɪŋ,,"['adjective', 'verb', 'noun']"
rankle,ˈɹæŋ.kəl,,"['verb', 'noun']"
ranks,ɹæŋks,,"['verb', 'noun']"
ransack,ˈɹænsæk,,"['verb', 'noun']"
ransom,ˈɹænsəm,,"['verb', 'noun']"
ransomware,ˈrɛn.səmˌʋɛːr,,['noun']
rant,ɹænt,,"['verb', 'noun']"
ranter,æntə(ɹ,,['noun']
rants,ˈɹænts,,"['verb', 'noun']"
rap,ɹæp,,"['interjection', 'adjective', 'verb', 'noun']"
rapacious,ɹəˈpeɪ.ʃəs,,['adjective']
rapacity,ɹəˈpæ.sɪ.ti,,['noun']
rape,ɹeɪp,,"['adverb', 'verb', 'noun']"
raped,eɪp,,['verb']
raper,ˈɹeɪpə(ɹ),,"['verb', 'noun']"
rapes,eɪp,,"['verb', 'noun']"
rapid,ˈɹæpɪd,,"['adverb', 'adjective', 'noun']"
rapidity,ɹəˈpɪdɪti,,['noun']
rapidly,ˈɹæpɪdli,,['adverb']
rapier,ˈɹeɪpˌɪə(ɹ),,"['adjective', 'noun']"
rapine,ˈɹæpaɪn,,"['verb', 'noun']"
rapist,ˈɹeɪpɪst,,['noun']
rappel,ɹæˈpɛl,,"['verb', 'noun']"
rapper,ˈɹæpɚ,,"['adjective', 'verb', 'noun']"
rapping,ˈɹæp.ɪŋ,,"['adjective', 'verb', 'noun']"
rapport,ɹæˈpɔɹ,,['noun']
rapporteur,ˌɹæ.pɔːˈtɜː,,['noun']
rapprochement,ɹəˈpɹɒʃmɒ̃,,['noun']
rapscallion,ɹæpˈskæljən,,"['adjective', 'noun']"
rapt,ˈɹæpt,,"['adverb', 'adjective', 'verb', 'noun']"
raptor,ˈɹæptɚ,,['noun']
rapture,ˈɹæptʃɚ,,"['verb', 'noun']"
rapturous,ˈɹæp.tʃəɹ.əs,,['adjective']
rare,ɹɛə(ɹ),,"['adverb', 'adjective', 'verb', 'noun']"
rarely,ˈɹɛəɹli,,['adverb']
rares,ˈra.ɾəs,,"['adjective', 'verb', 'noun']"
rarity,ˈɹɛə.ɹə.tɪ,,['noun']
rascal,ˈɹɑːskl̩,,"['adjective', 'noun']"
rash,ɹæʃ,,"['adjective', 'verb', 'noun']"
rasher,ˈɹæʃə(ɹ),,"['adjective', 'verb', 'noun']"
rasp,ɹæsp,,"['verb', 'noun']"
raspberry,ˈɹɑːzbɹi,,"['adjective', 'verb', 'noun']"
raspy,ˈɹɑː.spɪ,,['adjective']
raster,ˈɹæstɚ,,"['verb', 'noun']"
rat,ɹæt,,"['adjective', 'verb', 'noun']"
ratatouille,ɹæt.əˈtuː.i,,['noun']
ratbag,ˈɹæt.bæɡ,,['noun']
ratchet,ˈɹætʃɪt,,"['adjective', 'verb', 'noun']"
rate,ɹeɪt,,"['adverb', 'adjective', 'verb', 'noun']"
rated,ˈɹeɪtɪd,,"['adjective', 'verb']"
rater,ˈɹeɪtə(ɹ),,"['verb', 'noun']"
rates,ɹeɪts,,"['verb', 'noun']"
rather,ˈɹɑː.ðə,,"['interjection', 'adverb', 'adjective', 'verb']"
ratifier,ʁa.ti.fje,,"['verb', 'noun']"
ratify,ˈɹætɪfaɪ,,['verb']
rating,ˈɹeɪtɪŋ,,"['verb', 'noun']"
ratio,ˈɹeɪ.ʃoʊ,,"['interjection', 'verb', 'noun']"
ratiocinate,ˌɹætiˈosəˌneɪt,,['verb']
ratiocination,ɹætɪˌɒsɪˈneɪʃn̩,,['noun']
ration,ˈɹæʃən,,"['verb', 'noun']"
rational,ˈɹæʃ(ə)nəl,,"['adjective', 'noun']"
rationale,ɹæ.ʃəˈnɑːl,,"['adjective', 'noun']"
rationalist,ˌraː.(t)ʃoː.naːˈlɪst,,['noun']
ratline,ˈɹætlɪn,,['noun']
rats,ɹæts,,"['interjection', 'adjective', 'verb', 'noun']"
rattan,ɹəˈtan,,"['verb', 'noun']"
ratter,ætə(ɹ,,"['verb', 'noun']"
rattle,ˈɹæt.l̩,,"['verb', 'noun']"
rattler,ˈɹætələ(ɹ),,['noun']
ratty,ˈɹati,,['adjective']
raucous,ˈɹɔːkəs,,['adjective']
raunchiness,ˈɹɔːn(t)ʃɪnəs,,['noun']
raunchy,ˈɹɔːntʃi,,['adjective']
ravage,ˈɹævɪdʒ,,"['verb', 'noun']"
ravager,ʁa.va.ʒe,,"['verb', 'noun']"
rave,ɹeɪv,,"['adjective', 'verb', 'noun']"
ravel,ˈɹævl̩,,"['verb', 'noun']"
raven,ˈɹeɪvən,,"['adjective', 'verb', 'noun']"
ravening,ˈɹævənɪŋ,,"['adjective', 'noun']"
ravenous,ˈɹævənəs,,['adjective']
raver,eɪvə(ɹ,,"['verb', 'noun']"
raves,ɹeɪvz,,"['verb', 'noun']"
ravine,ɹəˈviːn,,"['verb', 'noun']"
ravines,iːn,,"['verb', 'noun']"
raving,ˈɹeɪvɪŋ,,"['adverb', 'adjective', 'verb', 'noun']"
ravioli,əʊl,,['noun']
ravish,ˈɹæ.vɪʃ,,['verb']
raw,ɹɔː,,"['adverb', 'adjective', 'verb', 'noun']"
rawboned,ɹɔːboʊnd,,['adjective']
rawest,ˈɹɔː.ɪst,,['adjective']
rawhide,ˈɹɔːhaɪd,,"['verb', 'noun']"
ray,ɹeɪ,,"['verb', 'noun']"
rayon,ˈɹeɪɒn,,['noun']
rays,ɹeɪz,,"['verb', 'noun']"
raze,ɹeɪz,,"['verb', 'noun']"
razing,eɪzɪ,,"['verb', 'noun']"
razor,ˈɹeɪzə,,"['verb', 'noun']"
razorback,ˈɹeɪzɚˌbæk,,['noun']
razz,ɹæz,,"['verb', 'noun']"
razzmatazz,ˈɹæz.mə.tæz,,['noun']
rd,ɾitʼ,,"['verb', 'noun']"
re,ɹiː,,"['pronoun', 'interjection', 'verb', 'preposition', 'adverb', 'adjective', 'noun']"
reach,ɹiːt͡ʃ,,"['verb', 'noun']"
reached,ɹiːtʃt,,['verb']
reaches,ˈɹiːt͡ʃɪz,,"['verb', 'noun']"
reaching,ˈɹiːtʃɪŋ,,"['verb', 'noun']"
reacquire,aɪə(ɹ,,['verb']
react,ɹiːˈækt,,"['verb', 'noun']"
reaction,ɹiˈækʃən,,['noun']
reactionary,ɹiˈækʃən(ə)ɹi,,"['adjective', 'noun']"
reactive,ɹiːˈæktɪv,,"['adjective', 'verb']"
reactor,ɹiˈæktɚ,,['noun']
read,ɹid,,"['adjective', 'verb', 'noun']"
readable,ˈɹiːdəbl̩,,['adjective']
reader,ˈɹidɚ,,['noun']
readers,ˈɹidɚz,,['noun']
readies,ɛdi,,"['verb', 'noun']"
readily,ˈɹɛdɪli,,['adverb']
reading,ˈɹiːdɪŋ,,"['verb', 'noun']"
readout,ˈɹiːdaʊt,,['noun']
reads,ɹiːdz,,"['verb', 'noun']"
ready,ˈɹɛ.di,,"['interjection', 'adjective', 'verb', 'noun']"
reaffirm,ɹiːəˈfɜː(ɹ)m,,['verb']
reagent,ɹi.ˈeɪ.dʒɛnt,,['noun']
real,ˈɹiːəl,,"['adverb', 'adjective', 'noun']"
realign,ˌɹiːjəˈlaɪn,,['verb']
realigned,aɪn,,['verb']
realignment,ˌɹiːjəˈlaɪnmənt,,['noun']
realism,ɹi.əlɪzm,,['noun']
realist,ˈɹɪəlɪst,,"['adjective', 'noun']"
realistic,ˌɹɪəˈlɪstɪk,,['adjective']
reality,ɹiˈælɪti,,['noun']
realizable,ˌɹi.əˈlaɪz.ə.bl̩,,['adjective']
realization,ˌɹiəlɪˈzeɪʃən,,['noun']
realize,ˈɹi.ə.laɪz,,['verb']
realized,ˈɹi.ə.laɪzd,,['verb']
really,ˈɹɪəlɪ,,"['adverb', 'interjection', 'verb']"
realm,ɹɛlm,,['noun']
realpolitik,ɹeɪˈɑːlpɒlɪˌtiːk,,['noun']
realty,ˈɹiəlti,,['noun']
ream,ɹiːm,,"['verb', 'noun']"
reamer,ˈɹi.məɹ,,"['verb', 'noun']"
reams,ɹiːmz,,"['verb', 'noun']"
reanimate,ɹiˈænɪmət,,"['adjective', 'verb']"
reanimation,eɪʃə,,['noun']
reap,ɹiːp,,"['verb', 'noun']"
reaper,iːpə(ɹ,,['noun']
reaping,ˈɹiːpɪŋ,,"['verb', 'noun']"
reapply,a,,['verb']
reaps,ɹiːps,,['verb']
rear,ɹɪɹ,,"['adverb', 'adjective', 'verb', 'noun']"
reared,ɹɪɹd,,['verb']
rearguard,ˈɹɪəɹˌɡɑɹd,,['noun']
rearm,ɑː(ɹ),,['verb']
rearward,ˈɹiɹ.wɝ d,,"['adverb', 'adjective', 'noun']"
reason,ˈɹiːzən,,"['verb', 'noun']"
reasonable,ˈɹiː.zən.ə.bəl,,['adjective']
reasonably,ˈɹiː.zən.ə.bli,,['adverb']
reasoned,ˈriːzənd,,"['adjective', 'verb']"
reasoning,ˈɹiːzənɪŋ,,"['verb', 'noun']"
reasons,ˈɹiːzənz,,"['verb', 'noun']"
reassigned,aɪn,,['verb']
reassure,ɹiəˈʃʊə(ɹ),,['verb']
reassured,ɜː(ɹ),,['verb']
reassuring,ɹiːəˈʃɔːɹɪŋ,,"['adjective', 'verb', 'noun']"
rebate,ˈɹiːbeɪt,,"['verb', 'noun']"
rebated,ˈɹiːbeɪtɪd,,"['adjective', 'verb']"
rebel,ˈɹɛbəl,,"['adjective', 'verb', 'noun']"
rebellion,ɹɪˈbɛl.i.ən,,['noun']
rebellious,ɹəˈbɛliəs,,['adjective']
rebels,ˈɹɛbl̩z,,"['verb', 'noun']"
rebind,ˈɹibaɪnd,,['verb']
rebirth,ɹiˈbɜːθ,,"['verb', 'noun']"
reboot,ˈɹiːbuːt,,"['verb', 'noun']"
reborn,ɔː(ɹ),,"['adjective', 'noun']"
rebound,ɹiˈbaʊnd,,"['verb', 'noun']"
rebuff,ɹɪˈbʌf,,"['verb', 'noun']"
rebuffing,ɹɪˈbʌfɪŋ,,"['verb', 'noun']"
rebuild,ɹiːˈbɪld,,"['verb', 'noun']"
rebuilt,ɹiˈbɪlt,,"['adjective', 'verb']"
rebuke,ɹiˈbjuːk,,"['verb', 'noun']"
rebus,ˈɹiːbəs,,"['adjective', 'verb', 'noun']"
rebut,ɹɪ.ˈbʌt,,"['verb', 'noun']"
rebuts,rəˈbuts,,"['verb', 'noun']"
rebuttal,ɹɪˈbʌtəl,,['noun']
rec,ɹɛk,,"['adjective', 'verb', 'noun']"
recalcitrance,ɹɪ.ˈkæl.sɪ.ˌtɹəns,,['noun']
recalcitrant,ɹɪ.ˈkæl.sɪ.tɹənt,,"['adjective', 'verb', 'noun']"
recall,ɹɪˈkɔːl,,"['verb', 'noun']"
recalled,ɹɪˈkɔld,,['verb']
recalling,ɹɪˈkɔːlɪŋ,,"['verb', 'noun']"
recant,ɹəˈkænt,,['verb']
recap,ɹiːˈkæp,,"['verb', 'noun']"
recapitulate,ɹiːkəˈpɪtʃʊleɪt,,['verb']
recapitulation,ˌɹiːkəˌpɪtjʊˈleɪʃ(ə)n,,['noun']
recapture,æptʃə(ɹ,,"['verb', 'noun']"
recast,ɹiːˈkɑːst,,"['verb', 'noun']"
recce,ˈɹɛ.ki,,"['adjective', 'verb', 'noun']"
recede,ɹɨˈsiːd,,['verb']
receding,iːdɪ,,"['adjective', 'verb', 'noun']"
receipt,ɹɪˈsiːt,,"['verb', 'noun']"
receive,ɹɪˈsiːv,,"['verb', 'noun']"
received,ɹɪˈsiːvd,,"['adjective', 'verb']"
receiver,ɹəˈsivɚ,,['noun']
receives,ɹɪˈsiːvz,,"['verb', 'noun']"
receiving,ɹɪˈsiːvɪŋ,,"['verb', 'noun']"
recent,ˈɹiːsənt,,"['adjective', 'noun']"
recently,ˈɹiːsəntli,,['adverb']
receptacle,ɹɪˈsɛp.tə.kl̩,,['noun']
reception,ɹɪˈsɛp.ʃn̩,,['noun']
receptionist,ɹɪˈsɛpʃənɪst,,['noun']
receptive,ɹɪˈsɛptɪv,,['adjective']
receptor,ɹɪˈsɛp.tə,,"['adjective', 'noun']"
recess,ɹɪˈsɛs,,"['adjective', 'verb', 'noun']"
recession,ɹɪˈsɛʃn̩,,['noun']
recessive,ɛsɪ,,"['adjective', 'noun']"
recharge,ɹiːˈtʃɑː(ɹ)dʒ,,"['verb', 'noun']"
recharges,ʁə.ʃaʁʒ,,['verb']
recherché,ɹəˌʃɛɹˈʃeɪ,,"['adjective', 'verb']"
recidivist,ɹɪˈsɪdɪvɪst,,['noun']
recipe,ˈɹɛs.ɪ.pi,,"['verb', 'noun']"
recipient,ɹəˈsɪp.i.ənt,,"['adjective', 'verb', 'noun']"
reciprocal,ɹɪˈsɪpɹək(ə)l,,"['adjective', 'noun']"
reciprocate,ɹɪˈsɪpɹəˌkeɪt,,['verb']
reciprocation,eɪʃə,,['noun']
recital,ɹɪˈsaɪtl̩,,['noun']
recitation,ˌɹɛsəˈteɪʃən,,['noun']
recitative,ɹɛsɪtəˈtiːv,,"['adjective', 'noun']"
recite,ɹɪˈsaɪt,,"['verb', 'noun']"
reckless,ˈɹɛkləs,,['adjective']
reckon,ˈɹɛkən,,"['verb', 'noun']"
reckoned,ˈɹɛkənd,,['verb']
reckoning,ˈɹɛkənɪŋ,,"['verb', 'noun']"
reclaim,ɹɪˈkleɪm,,"['verb', 'noun']"
reclamation,(ˌ)ɹɛkləˈmeɪʃn̩,,['noun']
recline,ɹɪˈklaɪn,,"['verb', 'noun']"
recluse,ɹɪˈkluːs,,"['adjective', 'verb', 'noun']"
recluses,ʁə.klyz,,"['adjective', 'noun']"
reclusive,ɹɪˈkluːsɪv,,['adjective']
recognition,ˌɹɛkəɡˈnɪʃən,,['noun']
recognize,ˈɹɛkəɡnaɪz,,['verb']
recognized,ˈɹɛkəɡnaɪzd,,"['adjective', 'verb']"
recoil,ɹɪˈkɔɪl,,"['verb', 'noun']"
recollect,ɹɛkəˈlɛkt,,['verb']
recollection,ɹɛkəˈlɛkʃən,,['noun']
recollections,ɹɛkəˈlɛkʃənz,,['noun']
recommend,ɹɛkəˈmɛnd,,['verb']
recommendation,ˌɹɛkəmɛnˈdeɪʃən,,['noun']
recommended,ˌɹɛkəˈmɛndɪd,,['verb']
recommission,ɪʃə,,['verb']
recompense,ˌɹɛkəmˈpɛns,,"['verb', 'noun']"
recompensing,ˈɹɛkəmpɛnsɪŋ,,"['adjective', 'verb', 'noun']"
recon,ɹɪˈkɒn,,"['verb', 'noun']"
reconcile,ˈɹɛkənsaɪl,,['verb']
reconciled,ˈɹɛkənsaɪld,,['verb']
reconciliation,ˌɹɛk(ə)nsɪlɪˈeɪʃ(ə)n,,['noun']
recondite,ˈɹɛk(ə)nˌdaɪt,,"['adjective', 'verb', 'noun']"
reconnaissance,ɹɪˈkɒnəsəns,,['noun']
reconnaissances,ʁə.kɔ.nɛ.sɑ̃s,,['noun']
reconnoiter,ˌɹɛkəˈnɔɪtə,,"['verb', 'noun']"
reconnoitered,ˌɹɛkəˈnɔɪtəd,,"['adjective', 'verb']"
reconnoitering,ˌɹɛkəˈnɔɪtəɹɪŋ,,"['verb', 'noun']"
reconnoiters,ˌɹɛkəˈnɔɪtəs,,"['verb', 'noun']"
reconstitute,ɹiːˈkɒnstɪtjuːt,,['verb']
reconstituting,ɹiˈkɑnstɪˌt(j)utɪŋ,,['verb']
record,ˈɹɛkɔːd,,"['adjective', 'verb', 'noun']"
recorded,ɹɪˈkɔːdɪd,,"['adjective', 'verb']"
recorder,ɔː(ɹ)də(ɹ,,"['verb', 'noun']"
records,ˈɹɛkɚdz,,"['verb', 'noun']"
recount,ɹɪˈkaʊnt,,"['verb', 'noun']"
recoup,ɹɪˈkuːp,,['verb']
recourse,ɹɪˈkɔːs,,"['verb', 'noun']"
recover,ɹɪˈkʌvə,,"['verb', 'noun']"
recovered,ɹɪˈkʌvɚd,,['verb']
recovery,ɹɪˈkʌvəɹi,,['noun']
recreant,ˈɹɛkɹɪənt,,"['adjective', 'verb', 'noun']"
recreate,ˈɹɛkɹɪeɪt,,['verb']
recreation,ɹɛkɹiˈeɪʃən,,['noun']
recriminate,ɹɪˈkɹɪmɪneɪt,,['verb']
recrimination,ɹiˌkɹɪməˈneɪʃən,,['noun']
recrudescence,ˌɹiːkɹuːˈdɛs(ə)ns,,['noun']
recrudescent,ˌɹɛkɹu(ː)ˈdɛsənt,,['adjective']
recruit,ɹɪˈkɹut,,"['verb', 'noun']"
rectal,ʁɛk.tal,,"['adjective', 'noun']"
rectangle,ˈrɛktæŋɡl̩,,"['adjective', 'noun']"
rectangular,ɹɛkˈtæŋɡjəlɚ,,['adjective']
rectification,ˌɹɛktɪfɪˈkeɪʃən,,['noun']
rectified,aɪ,,['verb']
rectifier,ˈɹɛktɪfaɪɚ,,"['verb', 'noun']"
rectify,ˈɹɛktəˌfaɪ,,['verb']
rectilinear,ˌɹɛktɪˈlɪniɚ,,['adjective']
rectitude,ˈɹɛk.tɪ.tjuːd,,['noun']
recto,ˈɹɛk.toʊ,,"['adverb', 'adjective', 'noun']"
rector,ˈɹɛktɚ,,"['adjective', 'noun']"
rectory,ˈɹɛktəɹi,,['noun']
rectum,ˈɹɛktəm,,"['verb', 'noun']"
recuperate,ɹɪˈk(j)uːpəˌɹeɪt,,['verb']
recur,ɹɪˈkɜː(ɹ),,['verb']
recurs,rəˈkus,,"['verb', 'noun']"
recursion,ɜː(ɹ)ʒə,,['noun']
recursive,ɹɪˈkɜː(ɹ)sɪv,,['adjective']
recuse,ɹɪˈkjuːz,,['verb']
recyclable,ʁe.si.klabl,,"['adjective', 'noun']"
recycle,ɹəˈsaɪkəl,,"['verb', 'noun']"
red,ɹɛd,,"['adjective', 'verb', 'noun']"
redact,ɹɪˈdækt,,['verb']
redaction,ɹəˈdækʃən,,['noun']
redactor,redaɡˈtoɾ,,['noun']
redbird,ˈɹɛdbəːd,,['noun']
redden,ˈɹɛdn̩,,"['verb', 'noun']"
redder,ˈɹɛdɚ,,"['adverb', 'adjective', 'verb', 'noun']"
reddest,ˈɹɛdɪst,,['adjective']
reddish,ˈɹɛdɪʃ,,['adjective']
redeem,ɹɪˈdiːm,,['verb']
redefined,aɪn,,['verb']
redeliver,ˌɹiːdɪˈlɪvə(ɹ),,['verb']
redemption,ɹɪˈdɛmpʃən,,['noun']
redeployed,ɔɪ,,['verb']
redesign,aɪ,,"['verb', 'noun']"
redesigned,aɪn,,['verb']
redhead,ˈɹɛdˌhɛd,,['noun']
redial,ɹɪˈdaɪəl,,"['adjective', 'verb']"
redid,ɹi.dɪd,,"['adjective', 'verb']"
redirect,ɛk,,"['verb', 'noun']"
redirection,ɹiːdəˈɹɛkʃən,,['noun']
rediscover,ʌvə(ɹ,,['verb']
redistribute,ˌɹɪːdɪˈstɹɪbjuːt,,['verb']
redistributing,ˌɹɪːdɪˈstɹɪbjuːtɪŋ,,['verb']
redistribution,ˌɹiːdɪstɹəˈbjuːʃən,,['noun']
redistrict,ɹiːˈdɪstɹɪkt,,['verb']
redividing,aɪdɪ,,['verb']
redneck,ˈɹɛdnɛk,,['noun']
redo,ɹiˈdu,,"['adjective', 'verb', 'noun']"
redoes,ʌ,,['verb']
redolence,ˈɹed.əl.ənts,,['noun']
redolent,ˈɹɛd.əl.ənt,,"['adjective', 'verb']"
redone,ɹi.dʌn,,['verb']
redouble,ʁə.dubl,,"['verb', 'noun']"
redoubles,ʁə.dubl,,['verb']
redoubt,ɹɪˈdaʊt,,"['verb', 'noun']"
redoubtable,ɹɪˈdaʊtəbəl,,['adjective']
redound,ɹɪˈdaʊnd,,"['verb', 'noun']"
redress,ɹɪˈdɹɛs,,"['verb', 'noun']"
reduce,ɹɪˈdjuːs,,"['adjective', 'verb', 'noun']"
reduced,ɹɪˈdjuːst,,"['adjective', 'verb']"
reduces,ɹɪˈdjuːsɪz,,"['adjective', 'verb']"
reducing,ɹɪˈdusɪŋ,,"['adjective', 'verb']"
reductase,ɹɪˈdʌk.teɪz,,['noun']
reduction,ɹɪˈdʌkʃən,,['noun']
reductive,ɹɪˈdʌktɪv,,['adjective']
redundancy,ɹɪˈdʌnd(ə)nsi,,['noun']
redundant,ɹɪˈdʌn.dənt,,"['adjective', 'verb']"
reduplication,ɹɪ.djuː.plɪ.ˈkeɪ.ʃən,,['noun']
redyes,aɪ,,['verb']
reed,ɹiːd,,"['adjective', 'verb', 'noun']"
reeds,reːts,,"['adverb', 'verb', 'noun']"
reedy,ˈɹiː.di,,['adjective']
reef,ɹiːf,,"['adjective', 'verb', 'noun']"
reefer,ˈɹiːfə,,['noun']
reefs,ʀeːfs,,"['verb', 'noun']"
reek,riːk,,"['verb', 'noun']"
reeking,ˈɹiːkɪŋ,,"['adjective', 'verb']"
reeks,rɪə̯ks,,"['verb', 'noun']"
reel,ɹiːl,,"['adjective', 'verb', 'noun']"
